Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST1427,Amit Kumar,f,30 years,mumbai,2023-03-19,2021-01-20,45601.18,,test@domain.com,6958594102.0,india
CUST1153,Simran Kaur,,30 years,,2020-01-07,2022-04-22,,1.0,invalid_email,9043728523.0,InDia
CUST1172,Amit Kumar,f,60,,2023-12-15,2022-10-26,,1.0,test@domain.com,,India
CUST1441,Simran Kaur,MALE,,CHENNAI,2022-08-11,2023-04-10,,,test@domain.com,9535173461.0,India
CUST1389,Arjun Singh,M,,Hyderabad,2023-10-20,2023-06-03,,5.0,user@example.com,6234203219.0,india
CUST1659,Neha Verma,FEMALE,,mumbai,2022-02-12,2023-09-25,,1.0,user@example.com,6045690862.0,India
CUST1085,Vikas Yadav,M,,,2023-07-22,2025-01-25,,3.0,invalid_email,,India
CUST1860,Neha Verma,MALE,,mumbai,2023-11-13,2022-11-26,,4.0,user@example.com,,india
CUST1173,Priya Singh,FEMALE,,Mumbai,2023-02-09,2021-11-22,19053.99,2.0,test@domain.com,,India
CUST1642,Vikas Yadav,m,43,Delhi,2022-02-04,2022-06-12,26393.54,2.0,test@domain.com,,india
CUST1853,Anjali Gupta,MALE,41,,2023-04-08,2021-10-13,23567.84,1.0,test@domain.com,6608377719.0,India
CUST1159,Priya Singh,,28,delhi,2022-06-28,2022-01-05,,5.0,invalid_email,6967717192.0,InDia
CUST1862,Amit Kumar,M,54,Chennai,2021-02-22,2023-11-30,26727.64,2.0,invalid_email,,India
CUST1849,Neha Verma,MALE,,Delhi,2023-03-23,2022-03-27,,1.0,invalid_email,8839759030.0,india
CUST1263,Anjali Gupta,m,30 years,Kolkata,2022-03-24,2021-02-03,20303.26,3.0,user@example.com,9674755518.0,India
CUST1975,Rahul Sharma,MALE,,hyderabad,2022-10-30,2024-07-02,37830.16,1.0,invalid_email,,india
CUST1961,Vikas Yadav,,30 years,Chennai,2021-04-26,2021-05-06,,2.0,test@domain.com,9826600687.0,India
CUST1997,Neha Verma,FEMALE,30 years,Hyderabad,2022-12-09,2024-09-09,,,invalid_email,,india
CUST1412,Kavya Nair,FEMALE,32,Chennai,2023-07-22,2022-09-20,37765.22,3.0,test@domain.com,,InDia
CUST1623,Rohit Mehta,M,23,Delhi,2020-12-03,2024-09-18,,3.0,test@domain.com,,InDia
CUST1787,Rahul Sharma,FEMALE,44,Mumbai,2021-07-23,2022-02-21,13214.79,1.0,user@example.com,6320145972.0,InDia
CUST1783,Priya Singh,,,Delhi,2022-02-07,2022-05-31,41575.5,,invalid_email,6366071491.0,India
CUST1851,Amit Kumar,F,,CHENNAI,2022-02-17,2023-06-17,,4.0,user@example.com,6874164371.0,India
CUST1141,Rohit Mehta,M,,mumbai,2020-09-18,2023-04-24,47282.25,5.0,invalid_email,9436691903.0,InDia
CUST1952,Kavya Nair,m,24,mumbai,2022-10-18,2024-08-18,,4.0,invalid_email,6122903574.0,InDia
CUST1134,Simran Kaur,m,,Hyderabad,2022-02-06,2023-05-13,,5.0,invalid_email,,india
CUST1954,Vikas Yadav,m,30 years,hyderabad,2022-01-06,2023-01-26,1225.42,2.0,invalid_email,9659120449.0,InDia
CUST1544,Neha Verma,f,41,Kolkata,2021-11-15,2022-09-11,42481.64,,invalid_email,,india
CUST1236,Rohit Mehta,MALE,30 years,mumbai,2020-09-11,2025-01-15,,1.0,user@example.com,6143589267.0,India
CUST1357,Simran Kaur,F,30 years,Chennai,2021-10-18,2022-10-07,14394.78,,invalid_email,9946282060.0,InDia
CUST1956,Priya Singh,F,30 years,mumbai,2023-04-09,2021-05-11,,4.0,test@domain.com,,india
CUST1372,Rohit Mehta,m,27,Mumbai,2023-12-25,2021-09-04,16423.91,2.0,user@example.com,,India
CUST1533,Neha Verma,F,,Kolkata,2021-02-26,2023-10-24,,3.0,invalid_email,8124926975.0,india
CUST1823,Kavya Nair,M,30 years,Kolkata,2020-07-09,2024-08-10,14083.15,,user@example.com,,InDia
CUST1782,Priya Singh,f,30 years,CHENNAI,2021-07-22,2023-06-06,25700.87,3.0,user@example.com,9469573001.0,India
CUST1559,Simran Kaur,FEMALE,20,mumbai,2023-11-23,2021-10-12,,5.0,invalid_email,,InDia
CUST1141,Rahul Sharma,M,30 years,Hyderabad,2021-11-05,2024-06-01,16120.7,,test@domain.com,,India
CUST1611,Vikas Yadav,,30 years,,2020-05-22,2024-07-22,22754.22,4.0,invalid_email,,InDia
CUST1331,Amit Kumar,FEMALE,30 years,mumbai,2023-04-07,2021-12-23,,2.0,user@example.com,9489971919.0,india
CUST1420,Kavya Nair,,,Delhi,2022-02-25,2022-11-13,20207.77,,test@domain.com,,India
CUST1805,Vikas Yadav,F,30 years,Kolkata,2020-09-14,2023-09-07,,5.0,invalid_email,9368712053.0,India
CUST1286,Neha Verma,m,30 years,Mumbai,2020-10-16,2023-05-24,,4.0,user@example.com,,InDia
CUST1526,Priya Singh,MALE,53,mumbai,2022-05-03,2021-11-06,,4.0,user@example.com,8987296730.0,India
CUST1347,Priya Singh,m,30 years,delhi,2021-09-23,2022-11-18,,,user@example.com,8996563068.0,india
CUST1287,Arjun Singh,M,,Delhi,2021-04-29,2024-02-03,,2.0,test@domain.com,9971675137.0,india
CUST1771,Priya Singh,m,59,mumbai,2021-01-17,2022-12-17,23316.73,1.0,test@domain.com,9605812685.0,InDia
CUST1035,Priya Singh,f,30 years,mumbai,2020-01-06,2022-11-13,,3.0,test@domain.com,8680039695.0,india
CUST1499,Amit Kumar,,,Hyderabad,2020-04-09,2021-01-16,3358.14,2.0,invalid_email,6536033407.0,InDia
CUST1285,Vikas Yadav,FEMALE,30 years,hyderabad,2023-12-01,2022-06-11,,2.0,test@domain.com,,india
CUST1608,Arjun Singh,M,,Hyderabad,2022-03-01,2021-09-07,32931.84,3.0,test@domain.com,,india
CUST1126,Simran Kaur,M,33,,2023-02-28,2023-10-20,,4.0,user@example.com,,InDia
CUST1268,Amit Kumar,FEMALE,,Kolkata,2023-04-29,2023-03-15,,4.0,test@domain.com,,India
CUST1682,Rohit Mehta,FEMALE,,,2020-06-09,2024-07-17,40317.34,,invalid_email,,india
CUST1327,Arjun Singh,M,18,mumbai,2023-11-23,2021-12-27,,4.0,invalid_email,,InDia
CUST1515,Simran Kaur,m,43,Delhi,2023-04-05,2021-06-05,38923.29,1.0,test@domain.com,8650596720.0,InDia
CUST1369,Vikas Yadav,F,30 years,Kolkata,2020-01-01,2022-06-09,37891.48,3.0,user@example.com,,india
CUST1832,Arjun Singh,F,,Delhi,2024-01-27,2021-11-04,,3.0,user@example.com,8075547646.0,India
CUST1250,Anjali Gupta,m,,delhi,2023-07-05,2022-11-02,,1.0,test@domain.com,,InDia
CUST1909,Vikas Yadav,F,42,Mumbai,2023-02-19,2021-02-20,,5.0,user@example.com,,India
CUST1503,Anjali Gupta,F,30 years,mumbai,2024-01-04,2022-09-15,43597.18,5.0,test@domain.com,,india
CUST1259,Rohit Mehta,M,30 years,Delhi,2022-01-07,2021-10-19,1069.54,1.0,test@domain.com,,India
CUST1638,Arjun Singh,MALE,30 years,mumbai,2023-02-11,2024-04-30,,,invalid_email,,India
CUST1629,Priya Singh,m,,delhi,2023-12-23,2022-11-19,21746.78,,invalid_email,9588806492.0,india
CUST1653,Anjali Gupta,,30 years,Kolkata,2020-11-11,2024-12-29,,3.0,test@domain.com,9199399840.0,india
CUST1952,Arjun Singh,f,,CHENNAI,2022-07-27,2022-11-27,42440.71,2.0,user@example.com,,India
CUST1303,Neha Verma,F,,,2020-05-09,2024-06-12,,5.0,test@domain.com,,India
CUST1029,Anjali Gupta,MALE,30 years,CHENNAI,2022-04-13,2021-02-19,28040.31,4.0,user@example.com,6889955361.0,InDia
CUST1035,Vikas Yadav,,48,Kolkata,2021-10-08,2023-02-15,,,invalid_email,8771717133.0,india
CUST1530,Priya Singh,MALE,,Delhi,2021-11-16,2021-02-01,44725.64,5.0,invalid_email,7758559442.0,india
CUST1022,Amit Kumar,m,30 years,CHENNAI,2022-02-19,2023-11-11,,,test@domain.com,6252459137.0,InDia
CUST1779,Arjun Singh,F,,Kolkata,2023-03-23,2024-09-13,,5.0,test@domain.com,6634930837.0,India
CUST1670,Priya Singh,M,,delhi,2023-11-06,2025-01-01,,3.0,test@domain.com,,india
CUST1390,Amit Kumar,F,,Kolkata,2020-08-13,2023-12-17,35324.23,,test@domain.com,,InDia
CUST1215,Arjun Singh,m,58,,2022-09-15,2021-09-01,17111.41,2.0,user@example.com,,India
CUST1480,Amit Kumar,,,Mumbai,2023-10-29,2021-10-19,8955.0,5.0,test@domain.com,6126417315.0,india
CUST1828,Arjun Singh,FEMALE,21,Mumbai,2021-11-10,2023-07-25,48670.02,5.0,invalid_email,9837693952.0,india
CUST1684,Kavya Nair,FEMALE,57,hyderabad,2020-06-21,2022-09-27,5670.68,1.0,test@domain.com,,India
CUST1600,Neha Verma,F,30 years,mumbai,2022-11-10,2024-10-20,33274.22,1.0,test@domain.com,9249580035.0,India
CUST1874,Anjali Gupta,M,30 years,delhi,2021-09-22,2024-05-24,,4.0,invalid_email,,India
CUST1972,Arjun Singh,f,,Hyderabad,2020-04-07,2024-11-26,15648.7,,test@domain.com,,India
CUST1816,Kavya Nair,f,56,Mumbai,2022-01-05,2021-04-30,34062.64,5.0,test@domain.com,,India
CUST1409,Arjun Singh,F,,,2020-05-16,2023-10-24,36606.27,1.0,test@domain.com,6687601612.0,India
CUST1633,Priya Singh,MALE,,delhi,2022-11-06,2023-06-29,12721.55,5.0,user@example.com,,India
CUST1547,Kavya Nair,,,mumbai,2020-06-19,2021-11-22,3183.64,3.0,invalid_email,,India
CUST1144,Priya Singh,f,30 years,Chennai,2023-06-25,2022-12-25,,1.0,invalid_email,,India
CUST1268,Rohit Mehta,FEMALE,,Delhi,2023-10-24,2021-07-01,38435.79,2.0,test@domain.com,,India
CUST1308,Anjali Gupta,F,28,CHENNAI,2020-07-02,2023-04-01,10886.3,2.0,test@domain.com,6956950646.0,India
CUST1733,Simran Kaur,m,27,,2020-07-27,2024-07-28,,,invalid_email,,InDia
CUST1784,Simran Kaur,MALE,19,delhi,2022-12-05,2022-11-12,,5.0,invalid_email,,india
CUST1250,Rohit Mehta,f,,Hyderabad,2023-12-10,2024-07-05,,5.0,user@example.com,6289964558.0,india
CUST1175,Arjun Singh,M,30 years,hyderabad,2021-06-09,2021-09-06,,4.0,user@example.com,9373125665.0,India
CUST1668,Kavya Nair,F,,CHENNAI,2023-06-06,2021-07-30,,1.0,invalid_email,8123844024.0,India
CUST1297,Amit Kumar,f,60,Mumbai,2022-04-22,2024-08-20,,1.0,user@example.com,,india
CUST1729,Neha Verma,M,,mumbai,2021-02-18,2022-10-30,,4.0,test@domain.com,9364740338.0,InDia
CUST1926,Priya Singh,M,25,delhi,2023-11-29,2025-01-21,,3.0,invalid_email,,India
CUST1677,Arjun Singh,f,21,mumbai,2020-12-02,2024-07-20,,4.0,user@example.com,6454122980.0,InDia
CUST1517,Anjali Gupta,F,30 years,mumbai,2021-05-11,2022-04-08,27683.99,2.0,test@domain.com,9050394595.0,india
CUST1684,Rahul Sharma,MALE,23,Mumbai,2021-09-28,2024-04-04,,1.0,invalid_email,,InDia
CUST1998,Amit Kumar,F,30 years,CHENNAI,2022-10-04,2022-12-05,36962.72,4.0,test@domain.com,8096584667.0,InDia
CUST1949,Priya Singh,F,46,Kolkata,2022-12-12,2024-05-08,,2.0,invalid_email,6254064187.0,India
CUST1082,Anjali Gupta,f,39,Kolkata,2021-07-26,2024-07-13,39621.81,4.0,user@example.com,6754293494.0,India
CUST1826,Arjun Singh,F,30 years,Hyderabad,2022-09-30,2024-01-20,25300.3,2.0,test@domain.com,,India
CUST1186,Neha Verma,f,39,mumbai,2020-09-15,2022-07-29,25023.29,1.0,test@domain.com,,InDia
CUST1970,Kavya Nair,MALE,51,CHENNAI,2020-10-20,2021-09-30,2503.51,4.0,invalid_email,7525815389.0,India
CUST1092,Vikas Yadav,f,,mumbai,2023-12-13,2022-09-22,,5.0,user@example.com,,India
CUST1335,Kavya Nair,F,30 years,Chennai,2021-12-03,2022-02-27,,3.0,test@domain.com,6408665711.0,InDia
CUST1413,Arjun Singh,MALE,30 years,Kolkata,2022-01-15,2023-10-21,,5.0,user@example.com,,india
CUST1779,Anjali Gupta,F,,Mumbai,2022-08-28,2022-09-20,25522.37,5.0,user@example.com,,India
CUST1954,Arjun Singh,f,,Mumbai,2023-04-04,2021-11-16,,,test@domain.com,,India
CUST1141,Neha Verma,m,47,,2021-08-11,2024-07-22,13403.01,4.0,test@domain.com,9765322778.0,InDia
CUST1506,Kavya Nair,M,,delhi,2021-03-16,2024-07-28,48540.24,4.0,test@domain.com,9470752221.0,India
CUST1622,Arjun Singh,FEMALE,51,Hyderabad,2020-06-13,2021-10-05,,,test@domain.com,6953315973.0,InDia
CUST1459,Simran Kaur,FEMALE,29,Chennai,2021-09-25,2022-12-22,,4.0,invalid_email,,india
CUST1456,Rohit Mehta,M,,delhi,2021-06-10,2024-04-30,,3.0,invalid_email,6098755389.0,india
CUST1364,Simran Kaur,FEMALE,30 years,Hyderabad,2023-06-15,2021-03-31,,1.0,test@domain.com,,InDia
CUST1664,Vikas Yadav,M,30 years,Delhi,2020-01-09,2022-07-19,46573.97,4.0,user@example.com,,india
CUST1721,Simran Kaur,F,30 years,Mumbai,2024-01-21,2022-02-23,8400.22,1.0,user@example.com,,india
CUST1907,Rahul Sharma,,,delhi,2020-02-13,2021-02-22,43748.06,4.0,user@example.com,,InDia
CUST1322,Vikas Yadav,,53,Mumbai,2021-01-15,2022-03-09,3208.79,,invalid_email,9069375446.0,india
CUST1360,Rohit Mehta,MALE,,Mumbai,2020-06-05,2022-06-06,,,user@example.com,9352245625.0,india
CUST1687,Simran Kaur,,30 years,Kolkata,2021-09-20,2023-09-16,,3.0,invalid_email,8137368704.0,InDia
CUST1269,Priya Singh,F,,,2023-05-22,2022-07-10,,,invalid_email,,india
CUST1965,Priya Singh,m,30 years,Kolkata,2023-02-25,2021-10-05,33522.15,5.0,user@example.com,,InDia
CUST1588,Arjun Singh,m,44,CHENNAI,2021-02-27,2022-06-05,,2.0,user@example.com,6786735872.0,India
CUST1221,Anjali Gupta,M,,Kolkata,2024-01-22,2021-01-24,44877.6,3.0,user@example.com,,india
CUST1497,Rohit Mehta,M,30 years,mumbai,2022-07-14,2021-08-23,36417.91,1.0,user@example.com,,india
CUST1271,Priya Singh,m,30 years,Hyderabad,2023-03-02,2022-03-19,5734.32,5.0,test@domain.com,,India
CUST1218,Kavya Nair,f,30 years,mumbai,2020-10-12,2022-01-28,,,user@example.com,,India
CUST1159,Anjali Gupta,,,Hyderabad,2020-09-03,2022-06-20,44421.76,2.0,test@domain.com,,InDia
CUST1260,Simran Kaur,M,,,2020-05-16,2024-05-13,21295.43,,invalid_email,,india
CUST1683,Amit Kumar,m,30 years,CHENNAI,2022-11-03,2022-02-24,,,invalid_email,,India
CUST1933,Vikas Yadav,M,,Delhi,2021-04-04,2022-10-25,5830.58,3.0,user@example.com,6042956330.0,InDia
CUST1730,Vikas Yadav,M,30 years,mumbai,2023-06-09,2023-11-13,,2.0,user@example.com,9364397380.0,InDia
CUST1788,Rahul Sharma,MALE,,Chennai,2023-12-27,2023-08-03,10318.11,4.0,invalid_email,,InDia
CUST1964,Simran Kaur,m,,CHENNAI,2022-05-20,2023-09-12,19517.45,,test@domain.com,,InDia
CUST1495,Anjali Gupta,,30 years,Kolkata,2023-09-14,2023-09-07,,5.0,invalid_email,,india
CUST1187,Kavya Nair,M,30 years,delhi,2021-05-25,2024-02-03,,,user@example.com,8936506621.0,InDia
CUST1946,Priya Singh,m,34,,2022-06-12,2023-08-15,11343.89,2.0,invalid_email,8174171168.0,India
CUST1907,Neha Verma,F,30 years,Chennai,2022-09-26,2021-01-17,19237.11,3.0,invalid_email,,India
CUST1123,Arjun Singh,M,,Chennai,2022-01-26,2022-08-10,10485.41,2.0,user@example.com,7108270877.0,India
CUST1536,Vikas Yadav,MALE,30 years,Delhi,2023-12-13,2021-04-12,,1.0,test@domain.com,7214478825.0,InDia
CUST1343,Anjali Gupta,,30 years,Kolkata,2023-06-23,2022-07-15,23039.83,3.0,user@example.com,8651226450.0,InDia
CUST1212,Arjun Singh,,29,Mumbai,2022-11-26,2022-06-08,,,invalid_email,,india
CUST1570,Rahul Sharma,MALE,,delhi,2023-07-08,2024-04-26,,5.0,invalid_email,8177776289.0,india
CUST1366,Amit Kumar,M,56,Mumbai,2021-05-13,2024-11-15,,4.0,user@example.com,9419452769.0,InDia
CUST1587,Amit Kumar,m,,,2023-03-15,2025-01-10,,2.0,invalid_email,,InDia
CUST1504,Priya Singh,,30 years,,2020-09-05,2022-02-25,,4.0,invalid_email,,india
CUST1489,Anjali Gupta,MALE,26,Kolkata,2020-08-28,2023-09-26,18705.05,1.0,invalid_email,,india
CUST1397,Rahul Sharma,m,52,Hyderabad,2021-02-04,2024-04-02,26063.96,2.0,test@domain.com,,India
CUST1000,Anjali Gupta,f,,mumbai,2023-11-15,2021-04-07,11831.43,4.0,user@example.com,,india
CUST1815,Vikas Yadav,,35,Kolkata,2022-02-26,2022-11-26,21604.99,,test@domain.com,6420504311.0,InDia
CUST1717,Anjali Gupta,FEMALE,30 years,Mumbai,2021-10-01,2024-12-16,28382.96,,test@domain.com,6803438709.0,india
CUST1123,Amit Kumar,M,30 years,delhi,2022-10-03,2024-10-08,3749.06,5.0,test@domain.com,8280486175.0,india
CUST1635,Simran Kaur,FEMALE,30 years,CHENNAI,2023-09-19,2023-01-07,15598.72,,test@domain.com,7895566348.0,india
CUST1836,Rohit Mehta,MALE,,Kolkata,2021-01-03,2021-10-08,,2.0,invalid_email,,india
CUST1642,Anjali Gupta,,,hyderabad,2021-12-17,2022-05-23,,3.0,user@example.com,,india
CUST1783,Rohit Mehta,M,30 years,Mumbai,2023-05-05,2021-10-10,,3.0,invalid_email,,india
CUST1689,Rahul Sharma,,,CHENNAI,2021-09-12,2021-07-02,,5.0,test@domain.com,7920546060.0,india
CUST1124,Simran Kaur,f,,Chennai,2020-02-03,2022-04-25,42222.83,5.0,user@example.com,,InDia
CUST1497,Amit Kumar,m,30 years,delhi,2023-05-11,2024-11-25,2887.31,,user@example.com,8119834095.0,india
CUST1005,Arjun Singh,,49,,2021-08-09,2021-11-22,25788.51,4.0,test@domain.com,8733308366.0,InDia
CUST1082,Kavya Nair,FEMALE,30 years,CHENNAI,2020-06-05,2022-02-13,4697.42,5.0,user@example.com,,InDia
CUST1164,Amit Kumar,MALE,41,mumbai,2020-05-29,2024-12-09,4100.47,1.0,test@domain.com,,india
CUST1644,Priya Singh,m,,,2022-05-16,2023-07-01,,,user@example.com,9798906438.0,InDia
CUST1514,Anjali Gupta,M,,,2022-03-31,2023-06-16,,3.0,invalid_email,7198938920.0,InDia
CUST1374,Kavya Nair,FEMALE,30 years,Mumbai,2021-07-22,2022-11-02,16858.08,,invalid_email,,India
CUST1537,Simran Kaur,M,,Hyderabad,2020-01-10,2024-05-30,46846.52,2.0,user@example.com,8886141180.0,InDia
CUST1280,Arjun Singh,MALE,46,Delhi,2020-05-03,2023-12-03,47645.35,2.0,user@example.com,7688160259.0,InDia
CUST1195,Anjali Gupta,M,,Chennai,2022-09-16,2022-10-08,22871.83,,test@domain.com,6483668014.0,India
CUST1316,Rohit Mehta,m,30 years,Kolkata,2021-08-20,2023-09-21,26920.16,2.0,test@domain.com,6464172435.0,india
CUST1902,Priya Singh,m,,CHENNAI,2021-01-30,2022-06-19,1153.8,3.0,invalid_email,6216050997.0,india
CUST1919,Simran Kaur,M,42,Chennai,2021-05-27,2022-04-14,21324.2,5.0,user@example.com,,India
CUST1796,Amit Kumar,F,24,,2023-05-08,2022-09-26,44910.98,,user@example.com,,india
CUST1157,Priya Singh,f,30 years,mumbai,2021-05-15,2023-03-26,22736.62,3.0,test@domain.com,,India
CUST1305,Arjun Singh,M,,mumbai,2021-05-06,2022-06-16,1790.29,,user@example.com,,india
CUST1680,Neha Verma,f,19,Chennai,2021-04-16,2024-12-15,,2.0,user@example.com,9218277092.0,india
CUST1979,Arjun Singh,FEMALE,26,Delhi,2022-08-25,2023-02-11,,3.0,invalid_email,8491864916.0,india
CUST1203,Anjali Gupta,M,20,Kolkata,2024-01-10,2024-08-05,,5.0,user@example.com,,InDia
CUST1235,Arjun Singh,MALE,30 years,Kolkata,2020-06-10,2021-08-12,42234.45,5.0,test@domain.com,7286589118.0,India
CUST1462,Kavya Nair,MALE,,CHENNAI,2022-07-30,2024-08-16,36483.46,,invalid_email,,India
CUST1369,Vikas Yadav,M,,,2021-12-23,2022-03-19,,2.0,invalid_email,9525929647.0,India
CUST1474,Neha Verma,F,30 years,Delhi,2023-04-18,2024-08-09,15102.44,3.0,test@domain.com,8383844670.0,india
CUST1873,Neha Verma,MALE,,Chennai,2023-02-15,2022-01-10,,3.0,test@domain.com,9127230642.0,india
CUST1964,Rohit Mehta,m,30 years,delhi,2020-10-12,2022-01-15,13867.41,2.0,user@example.com,,InDia
CUST1957,Kavya Nair,m,30 years,Kolkata,2023-02-03,2023-02-04,,4.0,user@example.com,7751605869.0,india
CUST1037,Rahul Sharma,FEMALE,30 years,Kolkata,2023-04-03,2022-07-10,22010.84,1.0,test@domain.com,6817705570.0,InDia
CUST1029,Vikas Yadav,m,,delhi,2020-03-18,2022-07-21,11261.02,3.0,user@example.com,7561007998.0,India
CUST1160,Amit Kumar,,30 years,Kolkata,2021-10-20,2021-08-03,,1.0,test@domain.com,9924748147.0,india
CUST1298,Amit Kumar,F,,Kolkata,2021-03-24,2021-08-01,,1.0,invalid_email,8212278403.0,InDia
CUST1138,Neha Verma,f,,Chennai,2022-07-13,2021-07-16,15397.56,3.0,user@example.com,9929994440.0,InDia
CUST1636,Vikas Yadav,FEMALE,,hyderabad,2023-10-15,2021-10-21,,2.0,user@example.com,,india
CUST1879,Kavya Nair,FEMALE,30 years,hyderabad,2020-10-01,2021-11-09,,5.0,test@domain.com,7264982360.0,InDia
